college,State,region
University of Northern Colorado,CO,Regions 2 and 7
Colorado State University,CO,Region 4
Denver Seminary,CO,Region 3
Fort Lewis College,CO,Region 3
Region 3,CO,Region 3
Lamar Community College,CO,Regions 5 and 6
Colorado Mesa University,CO,Region 3
Colorado Northwestern Community College,CO,Region 3
Metropolitan State University of Denver,CO,Region 4
Northeastern Junior College,CO,Region 1
Otero Junior College,CO,Region 4
Regis University,CO,Regions 2 and 7
Colorado State University-Pueblo,CO,Region 4
Trinidad State Junior College,CO,Region 4
University of Colorado Boulder,CO,Region 4 
University of Denver,CO,Regions 2 and 7
Western State Colorado University,CO,Regions 2 and 7
Everest College,CO,Region 4
Colorado Mountain College,CO,Region 4 
Everest College,CO,Region 4 
University of Colorado Denver,CO,Region 4 
University of Colorado at Colorado Springs,CO,Region 4 
Emily Griffith Technical College,CO,Region 4 
Redstone College,CO,Region 4
Lincoln College of Technology,CO,Region 2 and 7 
Westwood College - Denver North,CO,Region 2 and 7 
Aims Community College,CO,Region 4 
Rocky Mountain College of Art + Design,CO,Region 3 
Front Range Community College,CO,Region 2 and 7 
IntelliTec Medical Institute,CO,Region 5 and 6
Concorde Career College,CO,Region 5 and 6
Pikes Peak Community College,CO,Region 5 and 6
Colorado Christian University,CO,Region 5 and 6
Community College of Denver,CO,Region 5 and 6
Red Rocks Community College,CO,Region 1
Yeshiva Toras Chaim Talmudical Seminary,CO,Region 1
Morgan Community College,CO,Region 1
Colorado Technical University,CO,Region 3 
Bel - Rea Institute of Animal Technology,CO,Region 3 
International Salon and Spa Academy,CO,Region 3 
Pickens Technical College,CO,Region 3 
Nazarene Bible College,CO,Region 3 
Art Institute of Colorado (The),CO,Region 1
Pueblo Community College,CO,Region 1
Naropa University,CO,Region 4
Delta - Montrose Technical College,CO,Region 4
IntelliTec College,CO,Region 4
Glenwood Beauty Academy,CO,Region 4
Community College of Aurora,CO,Region 4
CollegeAmerica Denver,CO,Regions 5 and 6
Heritage College,CO,Regions 5 and 6
IBMC College,CO,Regions 5 and 6
Platt College,CO,Regions 5 and 6
IntelliTec College,CO,Regions 5 and 6
Colorado Heights University,CO,Regions 5 and 6
Jones International University,CO,Regions 5 and 6
Auguste Escoffier School of Culinary Arts,CO,Regions 5 and 6
Academy of Natural Therapy,CO,Regions 5 and 6
Denver School of Nursing,CO,Regions 5 and 6
Longs Peak Academy,CO,Region 3 
Albertus Magnus College,CT,Northwestern
Central Connecticut State University,CT,Northwestern
Connecticut College,CT,South Central
Western Connecticut State University,CT,Northwestern
Fairfield University,CT,Northwestern
Hartford Seminary,CT,Northwestern
Manchester Community College,CT,Northwestern
Mitchell College,CT,Eastern
University of New Haven,CT,North Central
Northwestern Connecticut Community College,CT,Northwestern
Norwalk Community College,CT,Southwest
Post University,CT,South Central
Quinnipiac University,CT,South Central
Sacred Heart University,CT,South Central
Southern Connecticut State University,CT,South Central
University of Saint Joseph,CT,South Central
Trinity College,CT,South Central
University of Bridgeport,CT,South Central
University of Connecticut,CT,South Central
University of Hartford,CT,South Central
Wesleyan University,CT,Northweste
Eastern Connecticut State University,CT,Eastern
Yale University,CT,Eastern
Housatonic Community College,CT,North Central
Bridgeport Hospital School of Nursing,CT,North Central
Saint Vincent's College,CT,North Central
Naugatuck Valley Community College,CT,North Central
Lincoln Technical Institute,CT,North Central
Porter and Chester Institute of Branford,CT,South Central
Paier College of Art,CT,South Central
Capital Community College,CT,South Central
Gateway Community College,CT,South Central
Middlesex Community College,CT,South Central
Marinello School of Beauty,CT,South Central
Lincoln College of New England,CT,South Central
Tunxis Community College,CT,South Central
Three Rivers Community College,CT,South Central
Marinello School of Beauty,CT,South Central
Quinebaug Valley Community College,CT,South Central
Porter and Chester Institute,CT,South Central
Asnuntuck Community College,CT,South Central
Stone Academy,CT,South Central
Branford Hall Career Institute,CT,South Central
American Institute,CT,South Central
Goodwin College,CT,South Central
Connecticut Center For Massage Therapy,CT,Eastern
Industrial Management & Training Institute,CT,North Central
Charter Oak State College,CT,North Central
Lincoln Technical Institute - Hartford,CT,North Central
Marinello School of Beauty,CT,North Central
American University (The),DC,
Catholic University of America (The),DC,
University of the District of Columbia,DC,
Gallaudet University,DC,
George Washington University,DC,
Georgetown University,DC,
Howard University,DC,
Strayer University,DC,
Trinity College,DC,
Wesley Theological Seminary,DC,
Dominican House of Studies,DC,
National Conservatory of Dramatic Arts,DC,
University of the Potomac,DC,
Bennett Career Institute,DC,
Radians College,DC,
Delaware State University,DE,Wilmington City
Goldey-Beacom College,DE,Wilmington City
University of Delaware,DE,Kent
Wesley College,DE,Kent
Delaware Technical Community College - Owens Campus,DE,Kent
Wilmington University,DE,"New Castle(excluding Wilmington City)"
Delaware Technical Community College,DE,Wilmington City
Delaware Technical Community College,DE,Sussex
Schilling - Douglas School of Hair Design,DE,"New Castle(excluding Wilmington City)"
Harris School of Business,DE,Kent
Delaware College of Art and Design,DE,Wilmington City
Barry University,FL,Circuit 14
Bethune Cookman University,FL,Circuit 1
Saint Thomas University,FL,"Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee"
Florida Institute of Technology,FL,Circuit 2 plus Madison and Taylor
Eastern Florida State College,FL,Circuit 10
College of Central Florida,FL,Circuit 12
Chipola College,FL,"Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee"
Clearwater Christian College,FL,Circuit 20
Daytona State College,FL,Circuit 9
Florida SouthWestern State College,FL,Circuit 18
Edward Waters College,FL,Circuit 18
Embry-Riddle Aeronautical University,FL,South (Circuits 11 and 16)
Florida Agricultural & Mechanical University,FL,Circuit 13 (Hillsborough)
Florida Atlantic University,FL,Circuit 6
Florida College,FL,Circuit 14
Florida State College at Jacksonville,FL,Circuit 1
Florida Keys Community College,FL,"Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee"
Florida Memorial University,FL,Circuit 2 plus Madison and Taylor
Eckerd College,FL,Circuit 10
Florida Southern College,FL,Circuit 12
Florida State University,FL,"Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee"
Gulf Coast State College,FL,Circuit 20
Indian River State College,FL,Circuit 9
Jacksonville University,FL,Circuit 18
Jones College,FL,Circuit 18
Everest University,FL,South (Circuits 11 and 16)
Broward College,FL,Circuit 13 (Hillsborough)
Florida Gateway College,FL,Circuit 6
Lake Sumter State College,FL,Circuit 20
"State College of Florida, Manatee-Sarasota",FL,Circuit 9
Lynn University,FL,Circuit 18
Miami Dade College,FL,Circuit 18
North Florida Community College,FL,South (Circuits 11 and 16)
Nova Southeastern University,FL,Circuit 13 (Hillsborough)
Northwest Florida State College,FL,Circuit 6
Palm Beach State College,FL,Circuit 13 (Hillsborough)
Pensacola State College,FL,Circuit 6
Polk State College,FL,Circuit 20
Rollins College,FL,Circuit 19
Santa Fe College,FL,Circuit 5
Seminole State College of Florida,FL,Circuit 5
Southeastern University,FL,Circuit 20
South Florida State College,FL,Circuit 13 (Hillsborough)
Saint Johns River State College,FL,Circuit 6
Saint Leo University,FL,Circuit 20
St. Petersburg College,FL,Circuit 14
Stetson University,FL,Circuit 1
Tallahassee Community College,FL,"Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee"
University of Florida,FL,Circuit 2 plus Madison and Taylor
University of Miami,FL,Circuit 10
University of South Florida,FL,Circuit 12
University of Tampa (The),FL,"Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee"
Webber International University,FL,Circuit 20
University of Central Florida,FL,Circuit 9
University of West Florida (The),FL,Circuit 18
Lively Technical Center,FL,Circuit 18
D G Erwin Technical Center,FL,South (Circuits 11 and 16)
Sarasota County Technical Institute,FL,Circuit 13 (Hillsborough)
Manatee Technical College,FL,Circuit 6
Valencia College,FL,
Florida Panhandle Technical College,FL,Circuit 7
Hillsborough Community College,FL,Circuit 12
Flagler College,FL,Circuit 14
Warner University,FL,Circuit 12
Palm Beach Atlantic University,FL,Circuit 14
Miami International University of Art & Design,FL,Circuit 1
Florida International University,FL,"Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee"
University of North Florida,FL,Circuit 2 plus Madison and Taylor
Sheridan Technical College,FL,Circuit 10
Loraines Academy & Spa,FL,Circuit 12
Art Institute of Fort Lauderdale (The),FL,"Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee"
Pasco - Hernando State College,FL,Circuit 20
Atlantic Technical College,FL,Circuit 9
Ringling College of Art & Design,FL,Circuit 18
Lorenzo Walker Technical College,FL,Circuit 18
Concorde Career Institute,FL,South (Circuits 11 and 16)
Keiser University,FL,Circuit 13 (Hillsborough)
Baptist College of Florida (The),FL,Circuit 6
Concorde Career Institute,FL,Circuit 14
Hobe Sound Bible College,FL,Circuit 1
"GUTI, The Premier Beauty and Wellness Academy",FL,"Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee"
Florida Technical College,FL,Circuit 2 plus Madison and Taylor
Fortis College,FL,Circuit 10
International Academy,FL,Circuit 12
Concorde Career Institute,FL,"Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee"
Southern Technical College,FL,Circuit 20
Cortiva Institute - Florida,FL,Circuit 9
Beauty Schools of America,FL,Circuit 18
La Belle Beauty School,FL,Circuit 18
Charlotte Technical Center,FL,South (Circuits 11 and 16)
Florida Career College,FL,Circuit 13 (Hillsborough)
Schiller International University,FL,Circuit 6
Miami Lakes Educational Center and Technical College,FL,Circuit 14
Key College,FL,Circuit 1
Sunstate Academy,FL,"Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee"
WyoTech,FL,Circuit 2 plus Madison and Taylor
Full Sail University,FL,Circuit 10
Talmudic College of Florida,FL,Circuit 12
City College,FL,"Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee"
Sarasota School of Massage Therapy,FL,Circuit 20
Sunstate Academy,FL,Circuit 9
Robert Morgan Educational Center and Technical College,FL,Circuit 18
Florida National University,FL,Circuit 18
Radford Locklin Technical Center,FL,South (Circuits 11 and 16)
La Belle Beauty Academy,FL,Circuit 13 (Hillsborough)
Heritage Institute,FL,Circuit 6
Henry W Brewster Technical Center,FL,Circuit 14
Sanford-Brown Institute,FL,Circuit 1
William T McFatter Technical Center,FL,"Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee"
Florida College of Natural Health,FL,Circuit 2 plus Madison and Taylor
Bene's International School of Beauty,FL,Circuit 10
Trinity College of Florida,FL,Circuit 12
International Academy of Design and Technology,FL,"Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee"
Heritage Institute,FL,Circuit 20
Hodges University,FL,Circuit 9
College of Business & Technology,FL,Circuit 18
City College,FL,Circuit 18
Nouvelle Institute,FL,South (Circuits 11 and 16)
Fortis Institute,FL,Circuit 13 (Hillsborough)
Trinity Baptist College,FL,Circuit 6
Marion County Community Technical & Adult Education Center,FL,Circuit 14
Everglades University,FL,Circuit 1
Compu-Med Vocational Careers,FL,"Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee"
Praxis Institute,FL,Circuit 2 plus Madison and Taylor
Adventist University of Health Sciences,FL,Circuit 10
Southeastern College,FL,Circuit 12
Miami Ad School,FL,"Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee"
New Professions Technical Institute,FL,Circuit 20
Florida Gulf Coast University,FL,Circuit 9
Yeshiva Gedolah Rabbinical College,FL,Circuit 18
Mattia College,FL,Circuit 18
Beacon College,FL,South (Circuits 11 and 16)
Florida Coastal School of Law,FL,Circuit 13 (Hillsborough)
Lincoln Technical Institute,FL,Circuit 6
Central Florida Institute,FL,Circuit 14
Fortis College,FL,Circuit 1
American Advanced Technicians Institute,FL,"Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee"
Ultimate Medical Academy,FL,Circuit 2 plus Madison and Taylor
Southeastern College,FL,Circuit 10
Jacksonville Beauty Institute,FL,Circuit 12
Florida Education Institute,FL,"Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee"
South Florida Institute of Technology,FL,Circuit 20
Ave Maria School of Law,FL,Circuit 9
American Institute,FL,Circuit 18
Advance Science Institute,FL,Circuit 18
Beauty Institute (The),FL,South (Circuits 11 and 16)
Florida Academy of Health & Beauty,FL,Circuit 13 (Hillsborough)
Cambridge Institute of Allied Health and Technology,FL,Circuit 6
Universal Career School,FL,Circuit 14
Southern Technical College,FL,Circuit 1
Total International Career Institute,FL,"Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee"
Centura Institute,FL,Circuit 2 plus Madison and Taylor
Daytona College,FL,Circuit 10
Ave Maria University,FL,Circuit 12
New College of Florida,FL,"Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee"
Cambridge Institute of Allied Health & Technology,FL,Circuit 20
Pensacola School of Massage Therapy & Health Careers,FL,Circuit 9
Palm Beach Academy of Health & Beauty,FL,Circuit 18
Paul Mitchell The School Miami,FL,Circuit 18
Digital Media Arts College,FL,South (Circuits 11 and 16)
Management Resources College,FL,Circuit 13 (Hillsborough)
Florida School of Massage,FL,Circuit 6
Shear Excellence Hair Academy,FL,Circuit 14
Futura Career Institute,FL,Circuit 1
Emerald Coast Technical College,FL,"Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee"
Aviation Institute of Maintenance,FL,Circuit 2 plus Madison and Taylor
Hollywood Institute of Beauty Careers,FL,Circuit 10
American Health Institute,FL,Circuit 12
Millennia Atlantic University,FL,"Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee"
San Ignacio College,FL,Circuit 20
More Tech Institute,FL,Circuit 9
Unilatina International College,FL,Circuit 18
Atlantis University,FL,Circuit 18
Abraham Baldwin Agricultural College,GA,South (Circuits 11 and 16)
Agnes Scott College,GA,Circuit 13 (Hillsborough)
Darton State College,GA,Circuit 6
Albany State University,GA,Region 1
Andrew College,GA,Region 1
Armstrong State University,GA,Region 1
Point University,GA,Region 1
Berry College,GA,Region 1
Thomas University,GA,Region 1
Brenau University,GA,Region 1
Brewton Parker College,GA,Region 1
College of Coastal Georgia,GA,Region 1
Clark Atlanta University,GA,Region 1
Columbia Theological Seminary,GA,Region 1
Columbus State University,GA,Region 3
Georgia Perimeter College,GA,Region 3
Emmanuel College,GA,Region 3
Emory University,GA,Region 3
Fort Valley State University,GA,Region 3
Interdenominational Theological Center,GA,Region 3
Georgia Institute of Technology,GA,Region 3
Southern Polytechnic State University,GA,Region 2
Georgia Military College,GA,Region 2
Georgia Southern University,GA,Region 2
Georgia Southwestern State University,GA,Region 2
Georgia State University,GA,Region 2
Gordon State College,GA,Region 1
Kennesaw State University,GA,Region 1
LaGrange College,GA,Region 1
Georgia Regents University,GA,Region 1
Mercer University,GA,Region 1
Middle Georgia State University,GA,Region 1
Morehouse College,GA,Region 1
University of North Georgia,GA,Region 4
Oglethorpe University,GA,Region 5
Paine College,GA,Region 5
Piedmont College,GA,Region 4
Reinhardt University,GA,Region 4
Savannah State University,GA,Region 4
Shorter University,GA,Region 4
South Georgia State College,GA,Region 5
Spelman College,GA,Region 5
Toccoa Falls College,GA,Region 5
Truett McConnell College,GA,Region 6
University of Georgia,GA,Region 6
Valdosta State University,GA,Region 6
Wesleyan College,GA,Region 6
University of West Georgia,GA,Region 6
Georgia College & State University,GA,Region 6
Young Harris College,GA,Region 6
Covenant College,GA,Region 3
Dalton State College,GA,Region 3
Georgia Northwestern Technical College,GA,Region 3
Lanier Technical College,GA,Region 1
Moultrie Technical College,GA,Region 1
Wiregrass Georgia Technical College,GA,Region 1
Coastal Pines Technical College,GA,Region 1
Augusta Technical College,GA,Region 1
Athens Technical College,GA,Region 1
Albany Technical College,GA,Region 1
Southern Regional Technical College,GA,Region 6
South Georgia Technical College,GA,Region 6
Savannah Technical College,GA,Region 2
North Georgia Technical College,GA,Region 2
Chattahoochee Technical College,GA,Region 4
Southern Crescent Technical College,GA,Region 4
Georgia Piedmont Technical College,GA,Region 5
Columbus Technical College,GA,Region 3
Central Georgia Technical College,GA,Region 3
Atlanta Technical College,GA,Region 3
Clayton State University,GA,Region 1
Art Institute of Atlanta (The),GA,Region 1
Georgia Highlands College,GA,Region 1
West Georgia Technical College,GA,Region 1
East Georgia State College,GA,Region 1
Bainbridge State College,GA,Region 1
Bauder College,GA,Region 1
Atlanta Metropolitan State College,GA,Region 6
South University,GA,Region 6
Brown College of Court Reporting,GA,Region 2
Life University,GA,Region 2
Sanford-Brown College,GA,Region 4
Savannah College of Art and Design,GA,Region 4
Portfolio Center-,GA,Region 5
Helms Career Institute,GA,Region 3
Interactive College of Technology,GA,Region 3
Creative Circus (The),GA,Region 3
Gwinnett Technical College,GA,Region 1
Morehouse School of Medicine,GA,Region 1
International School of Skin and Nailcare,GA,Region 1
Atlanta School of Massage,GA,Region 1
Georgia Career Institute,GA,Region 1
Ogeechee Technical College,GA,Region 1
Southeastern Technical College,GA,Region 1
Beulah Heights University,GA,Region 6
Luther Rice College & Seminary,GA,Region 6
Atlanta Institute of Music and Media,GA,Region 2
Vogue Beauty and Barber School,GA,Region 2
Oconee Fall Line Technical College,GA,Region 4
Aviation Institute Of Maintenance,GA,Region 4
Carver Bible College,GA,Region 5
Medtech Institute,GA,Region 1
Georgia Gwinnett College,GA,Region 1
Lake Lanier School of Massage,GA,Region 1
Atlanta Beauty & Barber Academy,GA,Region 1
Woodruff Medical Training and Testing,GA,Region 1
Helms College,GA,Region 1
University of Guam,GU,Region 6
Guam Community College,GU,Region 6
Pacific Islands University,GU,Region 2
Chaminade University of Honolulu,HI,Honlulu
University of Hawaii at Manoa,HI,Honlulu
University of Hawaii at Hilo,HI,Honlulu
Honolulu Community College,HI,Honlulu
Kapiolani Community College,HI,Honlulu
Kauai Community College,HI,Kauai
University of Hawaii Maui College,HI,Maui
Leeward Community College,HI,Honlulu
Hawaii Community College,HI,Hawaii Island 
Hawaii Pacific University,HI,Honlulu
Windward Community College,HI,Honlulu
Med-Assist School of Hawaii,HI,Honlulu
University of Hawaii - West Oahu,HI,Honlulu
Hawaii Institute of Hair Design,HI,Honlulu
Hawaii Medical College,HI,Honlulu
Briar Cliff University,IA,Central
Buena Vista University,IA,Central
Southeastern Community College,IA,Central
Central College,IA,Northwest
Clarke University,IA,Northwest
Coe College,IA,Northwest
Des Moines University - Osteopathic Medical Center,IA,Northwest
Cornell College,IA,Northwest
Southwestern Community College,IA,Northeast
Divine Word College,IA,Northeast
Dordt College,IA,Northeast
Drake University,IA,Northeast
Ellsworth Community College,IA,North Central
Iowa Lakes Community College,IA,North Central
Iowa Central Community College,IA,North Central
Graceland University,IA,North Central
Grand View University,IA,North Central
Grinnell College,IA,Central
Iowa State University of Science & Technology,IA,Central
Iowa Wesleyan College,IA,Central
Loras College,IA,Northwest
Luther College,IA,Northwest
Marshalltown Community College,IA,Northwest
North Iowa Area Community College,IA,Northwest
Morningside College,IA,Northwest
Mount Mercy University,IA,Northeast
Northwestern College,IA,Northeast
Simpson College,IA,Northeast
Saint Ambrose University,IA,Northeast
University of Northern Iowa,IA,North Central
University of Dubuque,IA,North Central
University of Iowa,IA,North Central
Upper Iowa University,IA,North Central
Waldorf College,IA,North Central
Wartburg College,IA,Central
Wartburg Theological Seminary,IA,Central
William Penn University,IA,Central
American Institute of Business,IA,Northwest
Eastern Iowa Community College District,IA,Northwest
Kirkwood Community College,IA,Northwest
Kaplan University,IA,Northwest
Northeast Iowa Community College,IA,Northwest
Hawkeye Community College,IA,Northeast
Iowa Western Community College,IA,Northeast
Northwest Iowa Community College,IA,Northeast
Mercy College of Health Sciences,IA,Northeast
Des Moines Area Community College,IA,North Central
St. Luke's College,IA,North Central
Western Iowa Tech Community College,IA,North Central
Capri College,IA,North Central
American College of Hairstyling-Cedar Rapids,IA,North Central
American College of Hairstyling-Des Moines,IA,Central
La' James College of Hairstyling,IA,Central
Capri College,IA,Central
Iowa School of Beauty,IA,Northwest
Indian Hills Community College,IA,Northwest
La' James International College,IA,Northwest
La' James International College,IA,Northwest
Maharishi University of Management,IA,Northwest
Palmer College of Chiropractic,IA,Northeast
La'James International College,IA,Northeast
Capri College,IA,Northeast
La' James International College - Davenport,IA,Northeast
Faust Institute of Cosmetology,IA,North Central
La' James International College - Des Moines,IA,North Central
Iowa School of Beauty,IA,North Central
Emmaus Bible College,IA,North Central
Iowa School of Beauty,IA,North Central
Vatterott College,IA,North Central
Allen College,IA,North Central
Iowa School of Beauty,IA,North Central
Boise State University,ID,Region 1
College of Idaho (The),ID,Region 1
College of Southern Idaho,ID,Region 1
Idaho State University,ID,Region 2
Lewis-Clark State College,ID,Region 2
North Idaho College,ID,Region 5
Northwest Nazarene University,ID,Region 5
University of Idaho,ID,Region 3
